event_time,user_host,thread_id,server_id,command_type,argument
"2021-12-12 16:47:29.543080,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 16:47:29.544063,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 16:47:29.547748,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 16:52:59.564327,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:52:59.630101,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:52:59.647392,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:52:59.681211,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:52:59.844149,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:52:59.974855,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:52:59.977664,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:52:59.980097,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:52:59.982572,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:53:00.224625,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:53:09.268688,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:53:09.391162,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 16:53:09.392444,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 16:53:09.392973,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 16:53:09.394707,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 16:53:18.980252,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:53:19.062910,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:53:19.065284,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:53:19.067545,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:53:19.117999,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:53:19.120635,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:53:19.122967,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:53:19.125341,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:53:19.127569,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:53:24.157988,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 16:53:24.168789,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 16:53:24.170684,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 16:53:24.171300,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 16:53:24.192253,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 17:07:23.503878,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 17:07:23.667654,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 17:34:49.841105,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 17:34:49.878158,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 17:35:25.175393,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 17:35:25.360482,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 17:35:25.383853,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 17:35:25.384704,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 17:35:25.386701,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:08:16.572280,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:08:50.112242,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:08:50.646567,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:08:50.806683,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:08:50.807960,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:09:40.202002,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:09:40.307961,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:09:40.379137,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:09:40.382540,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:19:17.693040,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:19:17.901205,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:20:50.872590,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:20:51.161692,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:20:51.197871,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:20:51.198546,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:21:15.813736,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:21:15.873659,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:21:15.874939,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:21:15.875483,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:23:17.763823,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:23:17.945191,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:23:17.946319,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:23:17.946924,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:23:17.964587,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:25:27.694943,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:25:34.214268,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:25:34.248300,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:25:34.249604,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:25:34.250259,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:25:34.251776,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:47:26.981584,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:47:41.141207,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:47:41.179224,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:47:41.180420,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:47:41.180918,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:47:41.182403,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:48:37.516878,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:48:37.548855,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:48:37.550108,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:48:37.550672,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:48:37.552474,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:49:54.287472,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:49:54.327365,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:49:54.328558,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:49:54.329075,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:53:50.749359,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:53:50.811445,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:53:50.812627,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:53:50.813220,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:54:39.485497,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:54:39.588793,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:54:39.643291,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:54:39.644036,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:55:15.212000,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:55:54.143084,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:55:54.153914,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:55:54.155126,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:55:54.155661,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:56:37.697178,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:56:37.707536,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:56:37.708856,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:56:37.709436,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 19:57:56.132916,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:58:02.349239,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:58:11.829788,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 19:58:22.593299,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:01:07.231428,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:01:33.290810,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:01:33.345479,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:01:33.375723,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:01:33.376303,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:16:08.990733,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:16:09.025829,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:16:09.027155,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:16:09.027733,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:16:25.512395,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:16:25.540866,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:16:25.542526,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:16:25.543213,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:17:01.258667,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:17:01.313825,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:17:01.315019,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:17:01.315540,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:18:10.543454,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:18:10.554074,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:18:10.555407,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:18:10.556000,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:18:10.557729,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:19:07.065294,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:19:07.119521,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:19:07.120716,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:19:07.121441,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:19:30.434318,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:19:30.474799,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:19:30.475902,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:19:30.476418,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:26:12.022432,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:26:24.313544,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:26:43.996145,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:26:44.038363,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:26:44.039709,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:26:44.040230,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:27:09.001032,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:27:09.013027,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:27:09.014177,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:27:09.014705,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:27:19.943269,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:27:19.954254,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:27:19.955667,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:27:19.956241,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:27:28.989205,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:27:29.008471,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:27:29.009737,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:27:29.010351,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:27:33.213652,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:27:33.250229,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:27:33.251358,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:27:33.251866,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:28:18.563383,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:28:44.752544,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:28:44.763888,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:28:44.765358,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:28:44.766012,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:29:04.684318,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:29:36.826402,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:29:36.839124,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:29:36.840340,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:29:36.840950,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:30:02.551760,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:30:06.718439,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:30:11.466010,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:30:21.405002,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:30:21.415350,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:30:21.416461,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:30:21.416978,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:39:55.333695,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:39:55.344344,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:39:55.345509,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:39:55.346148,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:42:51.150625,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:42:51.178123,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:42:51.179435,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:42:51.180214,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:43:17.274408,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:44:19.018553,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:44:22.534267,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:44:38.023220,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:45:05.544804,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:45:37.345515,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:45:37.386900,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:45:37.388073,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:45:37.388599,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:00.714477,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:46:00.748743,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:00.750016,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:00.750531,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:14.613086,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:46:14.634871,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:14.636076,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:14.655300,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:35.994497,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:46:36.015604,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:36.016916,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:36.017458,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:41.389849,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:46:41.411790,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:41.413122,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:41.413740,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:45.453012,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:46:45.492225,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:45.493623,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:46:45.494248,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:47:06.213372,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 20:47:06.233826,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:47:06.234983,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:47:06.235570,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 20:47:32.606006,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:05:30.557548,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:05:30.601223,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:05:30.602686,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:05:30.603177,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:05:38.893182,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:05:38.926225,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:05:38.927671,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:05:38.928289,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:06:49.323806,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:06:49.344702,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:06:49.345998,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:06:49.346539,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:06:58.446449,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:06:58.476063,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:06:58.477332,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:06:58.477873,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:02.312807,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:07:02.324429,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:02.325663,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:02.326220,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:10.684483,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:07:10.694877,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:10.696065,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:10.696576,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:14.415720,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:07:14.426473,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:14.427686,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:14.428242,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:18.260152,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:07:18.270943,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:18.272172,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:18.272738,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:59.343796,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:07:59.419688,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:59.420879,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:07:59.421393,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:08:09.201294,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:08:09.211774,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:08:09.212868,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:08:09.213371,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:08:43.272143,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:08:43.282482,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:08:43.283608,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:08:43.284160,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:08:43.285723,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:09:23.695883,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:09:23.706970,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:09:23.708259,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:09:23.708828,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:10:02.125858,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:10:02.136340,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:10:02.206061,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:10:02.206761,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:10:07.193510,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:10:07.203621,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:10:07.204896,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:10:07.205460,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:10:10.950492,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:10:10.981495,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:10:10.982774,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:10:10.983284,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:11:48.613531,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:12:07.729986,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:12:15.401522,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:12:15.445068,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:12:15.446536,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:12:15.447145,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:12:39.401528,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:12:39.411860,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:12:39.434051,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:12:39.434665,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:12:46.569153,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:12:46.579396,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:12:46.634868,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:12:46.635474,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:13:20.365999,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:13:20.376749,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:13:20.378173,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:13:20.378747,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:13:37.305273,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:13:37.317246,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:13:37.318527,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:13:37.319432,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:13:40.996065,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:13:41.007127,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:13:41.008369,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:13:41.008930,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:13:59.396484,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:13:59.407848,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:13:59.409015,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:13:59.409572,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:14:13.970638,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:14:13.981025,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:14:13.982220,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:14:13.982719,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:14:24.599378,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:14:24.630777,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:14:24.632080,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:14:24.632699,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:14:57.874457,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:14:57.906486,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:14:57.907706,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:14:57.908258,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:15:01.571759,""root[root] @ localhost [::1]"",25,1,Query,..."
"2021-12-12 21:15:01.582102,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:15:01.583283,""root[root] @ localhost [::1]"",24,1,Query,..."
"2021-12-12 21:15:01.583813,""root[root] @ localhost [::1]"",24,1,Query,..."
